observed_at,country,prospect_domain,prospect_url,prospect_type,relevance,authority_metric,proposed_target,rationale,priority,outreach_status,origin,source_file,paid_link
2026-09-15,czechia,rvda.cz,https://www.rvda.cz/subjekty-verejneho-zajmu/seznam-subjektu-verejneho-zajmu/subjekty-verejneho-zajmu-a-slozeni-vyboru-pro-audit-stav-k-31122024,news/media,medical/expat resource,domain_rank 20,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,Possible source-update or expert-comment opportunity; no paid placement assumed.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,kombe.cz,https://kombe.cz/kde-koupit-kombe/euc-lekarna-ceske-budejovice-ceske-budejovice-matice-skolske-1786-17.html,health/medical publication,medical/expat resource,domain_rank 20,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,oppalerts.com,https://oppalerts.com/AI-Search-Visibility/cosmetic-dentistry/mature-refresh-seeker/top-backlink-sources/,relevant-site review,medical/expat resource,domain_rank 20,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,revitalash.cz,https://revitalash.cz/pages/seznam-klinik,news/media,medical/expat resource,domain_rank 19,https://www.myglobalhealth.online/czechia/cs/blog/neschopenka-jak-funguje-eneschopenka,Possible source-update or expert-comment opportunity; no paid placement assumed.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,eucnadace.cz,https://www.eucnadace.cz/clanky/tourettuv-syndrom-priznaky-priciny-a-lecba-3/,relevant-site review,medical/expat resource,domain_rank 19,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,iustecko.cz,https://www.iustecko.cz/osamelost-postihuje-cim-dal-mladsi-rocniky-jak-se-s-ni-nejlepe-vyporadat,relevant-site review,medical/expat resource,domain_rank 18,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,prelekara.sk,https://www.prelekara.sk/casopisy/rozhledy-v-chirurgii/2023-4-1/rozsah-chirurgickeho-vykonu-u-triple-negativnich-karcinomu-prsu-134594,health/medical publication,medical/expat resource,domain_rank 17,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ordinace-mimon.cz,https://www.ordinace-mimon.cz/specialiste/,relevant-site review,medical/expat resource,domain_rank 17,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,resorthluboka.cz,https://resorthluboka.cz/aktuality/,relevant-site review,medical/expat resource,domain_rank 15,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ollsoft.ai,https://ollsoft.ai/en,relevant-site review,medical/expat resource,domain_rank 15,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,uzdravsizada.cz,https://uzdravsizada.cz/nemoci/bolest-na-hrudi-od-krcni-patere-kdy-je-to-vazne-a-jak-si-pomoci/,health/medical publication,medical/expat resource,domain_rank 14,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Medical relevance; pitch only a genuinely useful Czech expert/source contribution.,P1,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,wcsasistemas.cyou,https://www.wcsasistemas.cyou/cnpj/01623611002950-hemocenter-laboratorio-de-analises-clinicas,relevant-site review,medical/expat resource,domain_rank 14,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mediso-art.cz,https://www.mediso-art.cz/reference.html,relevant-site review,medical/expat resource,domain_rank 14,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,gynekologie-ludvikova.cz,https://www.gynekologie-ludvikova.cz/spolupracujeme,relevant-site review,medical/expat resource,domain_rank 12,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mshrabakova.cz,https://www.mshrabakova.cz/kontakt/,relevant-site review,medical/expat resource,domain_rank 12,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,fundraisingfox.com,https://fundraisingfox.com/investors/rockaway-ventures/portfolio,relevant-site review,medical/expat resource,domain_rank 7,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,tedxcharlesuniversity.com,https://www.tedxcharlesuniversity.com/revolution2025,expat/English resource,medical/expat resource,domain_rank 6,https://www.myglobalhealth.online/czechia/en/services/lekar-online-praha,Potential English-speaking-care resource; verify editorial fit and inclusion criteria.,P0,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,ordinace-bergmann.cz,https://ordinace-bergmann.cz/index.php/pro-pacienty/dulezite-odkazy,relevant-site review,medical/expat resource,domain_rank 6,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,Manual topical and editorial-quality verification required before outreach.,P2,not contacted,repo (2026-08-31),seo/czechia/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,ordemdosmedicos.pt,https://ordemdosmedicos.pt/,regulatory citation,very high,,https://www.myglobalhealth.online/portugal/pt/doctors,Ensure every clinician profile uses accurate official-register evidence; ask only about legitimate directory/provider references.,P1,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,ers.pt,https://www.ers.pt/,regulatory directory/citation,very high,,https://www.myglobalhealth.online/portugal/pt,Confirm public provider listing and NAP/entity consistency.,P1,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,doctify.com,https://www.doctify.com/,review/profile,high,,https://www.myglobalhealth.online/portugal/pt/doctors,Consolidate accurate Portugal clinician/provider profiles and request reviews only under platform policy.,P1,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,saudeonline.pt,https://saudeonline.pt/,editorial,high,,https://www.myglobalhealth.online/portugal/pt/services/consulta-medica,"Pitch anonymised, clinician-reviewed data on teleconsultation access or seasonal demand.",P1,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,healthnews.pt,https://healthnews.pt/,editorial,high,,https://www.myglobalhealth.online/portugal/pt/services/consulta-do-viajante,Offer Portugal-licensed clinician commentary on travel health or primary-care access.,P1,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,justnews.pt,https://justnews.pt/,professional editorial,high,,https://www.myglobalhealth.online/portugal/pt/services/consulta-medica,Pitch disclosed expert commentary or original access-to-care analysis.,P2,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,sapo.pt,https://www.sapo.pt/,national editorial,medium-high,,https://www.myglobalhealth.online/portugal/pt,"Use a newsworthy Portugal access-to-care dataset, not a product-only pitch.",P2,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,observador.pt,https://observador.pt/,national editorial,medium-high,,https://www.myglobalhealth.online/portugal/pt,Offer clinician commentary tied to a current public-health news cycle.,P2,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,portugalresident.com,https://www.portugalresident.com/,expat editorial,high,,https://www.myglobalhealth.online/portugal/en,Create a clinician-reviewed guide to accessing legitimate online care in Portugal for international residents.,P2,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,expatica.com,https://www.expatica.com/pt/,expat evergreen editorial,high,,https://www.myglobalhealth.online/portugal/en,Propose a fact-checked resource update about primary care and teleconsultation access.,P2,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,internations.org,https://www.internations.org/portugal-expats,community/resource,medium,,https://www.myglobalhealth.online/portugal/en,Share a non-promotional healthcare-access resource only where community rules permit.,P3,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,portuguese patient organisations,,co-created resource,high,,service page matched to the organisation,Identify one legitimate association per staffed specialty and co-create an access guide without implying endorsement.,P2,not contacted,repo (2026-08-31),seo/portugal/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,spain,five.co.in,https://www.five.co.in/domains/18678/94cdf23ad8d5038d49a3656361c4eb1c/,low-quality listing,none,Only row returned by bounded domain query; rank 0; spam score 30,https://myglobalhealth.online/,Do not pursue or buy; no supported opportunity,P3,do not pursue,repo (2026-09-13),seo/spain/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,start-up.ro,https://start-up.ro/pandemia-a-adus-cresteri-de-10-ori-pentru-platformele-de-telemedicina/,publisher/competitor backlink source,Romanian telemedicine coverage; pitch verified service/language facts,domain_rank 75,,Romanian telemedicine coverage; pitch verified service/language facts | contact path: not established; inspect editorial/contact page before outreach,review individually,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,doctorulzilei.ro,https://www.doctorulzilei.ro/melanomul-alunita-care-poate-duce-la-cancer-ce-este-regula-abcde/,publisher/competitor backlink source,Health publisher; only a clinician-reviewed educational contribution,domain_rank 73,,Health publisher; only a clinician-reviewed educational contribution | contact path: not established; inspect editorial/contact page before outreach,review individually,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,cbinsights.com,https://www.cbinsights.com/company/medic-chat,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 64,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,kingranks.com,https://kingranks.com/making-your-network-marketing-work-like-clockwork/,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 62,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,prospeo.io,https://prospeo.io/t/milligram-customers,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 46,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,drnassar.ro,https://drnassar.ro/metode-eficiente-pentru-reducerea-durerii-dentare/,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 39,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,daisye.pages.dev,https://daisye.pages.dev/08/qcZTSYLAmQ,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 26,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,global-ranks.pages.dev,https://global-ranks.pages.dev/44/qcZTSYLAmQ,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 25,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,oppalerts.com,https://oppalerts.com/AI-Search-Visibility/cosmetic-surgery-clinics/postpartum-refresh-mom/top-backlink-sources/,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 21,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,global-website.pages.dev,https://global-website.pages.dev/11/xfVGrmGzrb,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 21,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,clinicamed.ro,https://clinicamed.ro/ultrasonografie--ecografie-.php,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 19,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,global-websites.pages.dev,https://global-websites.pages.dev/44/qcZTSYLAmQ,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 14,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,hellotender.eu,https://www.hellotender.eu/ro/companie/medic-chat-bucharest,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 8,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,buyseolinks.site,https://buyseolinks.site/most-visited-site-265/,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 4,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,romania,acquire.co.in,https://www.acquire.co.in/domains/174766/3fa6120bec13df5e3da7d3cfde45261b/,publisher/competitor backlink source,No verified relevant editorial placement opportunity,domain_rank 0,,No verified relevant editorial placement opportunity | contact path: not established; inspect editorial/contact page before outreach,exclude/deprioritize,not contacted,repo (2026-09-13),seo/romania/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,brazil,existing renato doctoralia profile,,clinician profile,Live SERP named profile; secondary evidence only,,,Verify whether clinician controls profile and permits accurate platform link,P2,blocked: Owner/clinician consent; no outreach sent,repo (2026-09-13),seo/brazil/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,brazil,existing clinician professional profile,,clinician profile,Live SERP LinkedIn Renato Ziviani Sarmento,,,Potential factual referral link after clinician confirmation,P2,blocked: No contact or link placement authorized,repo (2026-09-13),seo/brazil/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,brazil,brazil url cohort,,clinician profile,OpenSEO subfolder backlink sample returned zero rows,,,Monitor relevant earned references; do not buy directory spam,P2,blocked: Provider sample may miss links,repo (2026-09-13),seo/brazil/08-backlink-opportunities.csv,no - earned/editorial or profile-accuracy only
2026-09-15,spain,doctoralia.es,https://www.doctoralia.es/,regulated clinician directory,high,"Ranks position 3 for 'medico online' (ES, 2026-09-15, DataForSEO via OpenSEO)",https://www.myglobalhealth.online/spain/es/doctors,"Claim and correct each MGH clinician's existing profile so registration numbers and the clinic link are accurate. Profile accuracy only, no paid placement.",P1,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
2026-09-15,brazil,doctoralia.com.br,https://www.doctoralia.com.br/,regulated clinician directory,high,"Ranks position 1 for 'consulta online pediatra' (BR, 2026-09-15, DataForSEO via OpenSEO); Brazil package already notes an existing clinician profile",https://www.myglobalhealth.online/brazil/pt/doctors,Verify clinician-controlled profiles and correct CRM registration details; link only where the clinician consents. No paid placement.,P1,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,znamylekar.cz,https://www.znamylekar.cz/,regulated clinician directory,high,"Ranks position 3 for 'konzultace s lekarem online' (CZ, 2026-09-15, DataForSEO via OpenSEO)",https://www.myglobalhealth.online/czechia/cs/doctors,Correct clinician profile records so CLK registration and clinic attribution are accurate. Profile accuracy only.,P1,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
2026-09-15,portugal,medicalport.org,https://www.medicalport.org/,healthcare provider directory,medium,"Ranks in the top 20 for 'consulta medica online' and 'medico online' (PT, 2026-09-15, DataForSEO via OpenSEO)",https://www.myglobalhealth.online/portugal/pt/doctors,Request an accurate provider listing with Ordem dos Medicos registration evidence. Editorial/verification only.,P2,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
2026-09-15,ireland,doctify.com,https://www.doctify.com/,review and clinician directory,high,"Already links to myglobalhealth.online (2 live backlinks, first seen 2026-08-21, spam score 0)",https://www.myglobalhealth.online/ireland/en/doctors,"Existing relationship: extend to complete, review-bearing profiles for every registered clinician. No payment for links.",P1,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
2026-09-15,czechia,mudr.cz,https://mudr.cz/,clinician directory,medium,"Already links to myglobalhealth.online (2 live backlinks, first seen 2026-08-20, spam score 0)",https://www.myglobalhealth.online/czechia/cs/doctors,Existing relationship: verify the listing is complete and points at the Czech market hub.,P2,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
2026-09-15,ireland,coombecommunitypharmacy.ie,https://coombecommunitypharmacy.ie/,local pharmacy partnership,medium,"Already links to myglobalhealth.online (2 live backlinks, first seen 2026-05-13)",https://www.myglobalhealth.online/ireland/en/services/sick-certificate-ireland,Existing partner: confirm the link points at a current service page rather than a legacy Wix URL.,P2,not contacted,serp/backlink evidence 2026-09-15,seo/tracking/raw/2026-09-15/A7-market/serp-*.json + backlinks-profile-as_is-page1..3.json,no - earned/editorial or profile-accuracy only
