prospect_domain,prospect_url,links_to_competitors,competitor_target,anchor,domain_rank,page_rank,spam_score,dofollow,first_seen,prospect_type,suggested_asset,priority,rationale,manual_verification,outreach_status
www.moonavita.cz,https://www.moonavita.cz/alergie-a-citlivost-na-cokoladu-na-co-si-dat-pozor/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/potravinove-intolerance-jake-zdravotni-problemy-mohou-vyresit-testy/,(intolerance),23,0,0,true,2026-07-22 13:52:08 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.yoys.cz,https://www.yoys.cz/phone-420-321789200-l%C3%A9ka%C5%99-%C5%BDi%C5%BEelice-CZ188097.html,znamylekar.cz,http://znamylekar.cz/,http://znamylekar.cz/,23,0,0,false,2024-01-27 15:25:17 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.mojesrdce.cz,https://www.mojesrdce.cz/en/clanky/online-konzultace-kardiologa,ulekare.cz,http://ulekare.cz/,ulekare.cz,23,0,0,true,2026-06-12 14:44:49 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.primed.clinic,https://www.primed.clinic/en/reward-us/,znamylekar.cz,http://znamylekar.cz/,ZnamyLekar.cz,22,0,0,true,2023-12-17 08:56:15 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
seniorsafe.cz,https://seniorsafe.cz/babske-rady-na-prujem-9-rychlych-reseni-pro-ulevu/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/jak-uzivat-probiotika-ucinky-a-vhodny-vyber/,využívejte také probiotika – přírodní nebo volně prodejné – které obnovují přátelské bakterie ve střevech,21,0,0,true,2026-07-14 19:44:25 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
lifecz.ru,https://lifecz.ru/topic/2296/,znamylekar.cz,https://znamylekar.cz/,https://znamylekar.cz,21,0,10,false,2021-05-07 23:05:42 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
oppalerts.com,https://oppalerts.com/AI-Search-Visibility/cosmetic-dentistry/mature-refresh-seeker/top-backlink-sources/,ulekare.cz,https://ulekare.cz/,ulekare.cz,20,0,0,false,2026-08-04 07:09:21 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.eucnadace.cz,https://www.eucnadace.cz/clanky/tourettuv-syndrom-priznaky-priciny-a-lecba-3/,euc.cz,https://euc.cz/clanky-a-novinky/clanky/tourettuv-syndrom-priznaky-priciny-lecba/,,19,0,0,true,2026-01-14 16:48:05 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.iustecko.cz,https://www.iustecko.cz/osamelost-postihuje-cim-dal-mladsi-rocniky-jak-se-s-ni-nejlepe-vyporadat,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-plzen/psychiatrie/,EUC Kliniky Plzeň,18,0,0,true,2023-11-25 04:21:42 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.ordinace-mimon.cz,https://www.ordinace-mimon.cz/specialiste/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-usti-nad-labem/tym/mudr-roman-zahora/,EUC Terezín,17,0,0,true,2026-02-18 17:29:42 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
ollsoft.ai,https://ollsoft.ai/en,euc.cz,https://euc.cz/en/,,15,24,10,true,2026-08-02 03:26:15 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
resorthluboka.cz,https://resorthluboka.cz/aktuality/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/,"EUC
Klinikou České Budějovice",15,0,0,true,2026-07-24 05:20:49 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.wcsasistemas.cyou,https://www.wcsasistemas.cyou/cnpj/01623611002950-hemocenter-laboratorio-de-analises-clinicas,meddi.com,https://meddi.com/,no*****@meddi.com - Site oficial de meddi.com,14,0,5,true,2026-03-04 04:18:16 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.mediso-art.cz,https://www.mediso-art.cz/reference.html,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-prelouc/,EUC Klinika Přelouč,14,0,15,true,2026-02-27 01:35:33 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.gynekologie-ludvikova.cz,https://www.gynekologie-ludvikova.cz/spolupracujeme,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-liberec/lekari-a-ordinace/,Webové stránky,12,0,0,true,2025-06-11 23:16:44 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
www.mshrabakova.cz,https://www.mshrabakova.cz/kontakt/,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-sustova/tym/mgr-sarka-maresova/,Obvodní logoped,12,0,5,true,2025-04-27 13:37:51 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
fundraisingfox.com,https://fundraisingfox.com/investors/rockaway-ventures/portfolio,ulekare.cz,https://ulekare.cz/,,7,0,0,false,2026-08-29 04:37:35 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted
ordinace-bergmann.cz,https://ordinace-bergmann.cz/index.php/pro-pacienty/dulezite-odkazy,euc.cz,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/,6,0,15,true,2023-08-06 04:24:02 +00:00,relevant-site review,https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,P2,Manual topical and editorial-quality verification required before outreach.,required,not contacted

